"county","state","year","latitude","longitude","patent_count"
"BALTIMORE","MD",2012,39.4469,-76.8028,1
"BALTIMORE","MD",2012,39.4517,-76.7786,2
"BALTIMORE","MD",2012,39.4538,-76.6552,2
"BALTIMORE","MD",2012,39.4539,-76.4941,22
"BALTIMORE","MD",2012,39.4587,-76.4216,2
"BALTIMORE","MD",2012,39.4608,-76.672,1
"BALTIMORE","MD",2012,39.4691,-76.4371,1
"BALTIMORE","MD",2012,39.4695,-76.8294,75
"BALTIMORE","MD",2012,39.4701,-76.4846,1
"BALTIMORE","MD",2012,39.4747,-76.5991,1
"BALTIMORE","MD",2012,39.4754,-76.8274,1
"BALTIMORE","MD",2012,39.4767,-76.8138,45
"BALTIMORE","MD",2012,39.4812,-76.6439,104
"BALTIMORE","MD",2012,39.484,-76.4933,8
"BALTIMORE","MD",2012,39.487,-76.6343,1
"BALTIMORE","MD",2012,39.49,-76.6585,32
"BALTIMORE","MD",2012,39.4919,-76.6677,1
"BALTIMORE","MD",2012,39.5088,-76.5453,1
"BALTIMORE","MD",2012,39.5116,-76.699,3
"BALTIMORE","MD",2012,39.5129,-76.6075,1
"BALTIMORE","MD",2012,39.5244,-76.6515,1
"BALTIMORE","MD",2012,39.5309,-76.6458,6
"BALTIMORE","MD",2012,39.5474,-76.6735,4
"BALTIMORE","MD",2012,39.5568,-76.6576,2
"BALTIMORE","MD",2012,39.5629,-76.8353,2
"BALTIMORE","MD",2012,39.5782,-76.6145,26
"BALTIMORE","MD",2012,39.619,-76.644,2
"BALTIMORE","MD",2012,39.6198,-76.629,1
"BALTIMORE","MD",2012,39.6253,-76.7998,4
"BALTIMORE","MD",2012,39.6431,-76.6583,31
"BALTIMORE","MD",2012,39.6473,-76.6856,1
"BALTIMORE","MD",2012,39.6475,-76.6088,3
"BALTIMORE","MD",2012,39.6679,-76.5954,1
"BAMBERG","SC",2012,33.2971,-81.0348,4
"BANDERA","TX",2012,29.6047,-98.9431,5
"BANDERA","TX",2012,29.7231,-98.9347,13
"BANDERA","TX",2012,29.7266,-99.0736,15
"BANDERA","TX",2012,29.7743,-99.0367,1
"BANKS","GA",2012,34.3337,-83.4991,1
"BANKS","GA",2012,34.4673,-83.5738,1
"BANNOCK","ID",2012,42.5599,-112.171,1
"BANNOCK","ID",2012,42.7963,-112.254,6
"BANNOCK","ID",2012,42.8713,-112.446,67
"BANNOCK","ID",2012,42.8899,-112.454,3
"BANNOCK","ID",2012,42.8946,-112.354,2
"BANNOCK","ID",2012,42.9207,-112.466,16
"BARAGA","MI",2012,46.4433,-88.6176,1
"BARAGA","MI",2012,46.7785,-88.489,3
"BARBER","KS",2012,37.2811,-98.5804,1
"BARBOUR","AL",2012,31.8913,-85.1455,4
"BARBOUR","WV",2012,39.0251,-79.9356,1
"BARBOUR","WV",2012,39.2046,-80.0113,1
"BARNES","ND",2012,46.9233,-98.0032,16
"BARNSTABLE","MA",2012,41.5532,-70.6086,123
"BARNSTABLE","MA",2012,41.5784,-70.5586,30
"BARNSTABLE","MA",2012,41.6043,-70.6345,2
"BARNSTABLE","MA",2012,41.6173,-70.4368,8
"BARNSTABLE","MA",2012,41.6177,-70.5146,1
"BARNSTABLE","MA",2012,41.6286,-70.387,20
"BARNSTABLE","MA",2012,41.6446,-70.6305,10
"BARNSTABLE","MA",2012,41.6479,-70.482,6
"BARNSTABLE","MA",2012,41.6501,-70.2411,3
"BARNSTABLE","MA",2012,41.6525,-70.2881,10
"BARNSTABLE","MA",2012,41.6584,-70.1286,2
"BARNSTABLE","MA",2012,41.6662,-70.6128,5
"BARNSTABLE","MA",2012,41.6668,-70.1847,1
"BARNSTABLE","MA",2012,41.6695,-70.0591,2
"BARNSTABLE","MA",2012,41.6716,-70.4236,3
"BARNSTABLE","MA",2012,41.6716,-70.0622,1
"BARNSTABLE","MA",2012,41.6751,-70.0439,2
"BARNSTABLE","MA",2012,41.6795,-70.0242,1
"BARNSTABLE","MA",2012,41.6821,-69.9598,226
"BARNSTABLE","MA",2012,41.6862,-70.6161,6
"BARNSTABLE","MA",2012,41.6946,-70.5146,2
"BARNSTABLE","MA",2012,41.7003,-70.3002,1
"BARNSTABLE","MA",2012,41.7021,-70.1515,4
"BARNSTABLE","MA",2012,41.7056,-70.2287,19
"BARNSTABLE","MA",2012,41.7064,-70.374,12
"BARNSTABLE","MA",2012,41.7088,-70.2134,18
"BARNSTABLE","MA",2012,41.7105,-70.0079,1
"BARNSTABLE","MA",2012,41.7196,-70.612,3
"BARNSTABLE","MA",2012,41.7298,-70.1992,1
"BARNSTABLE","MA",2012,41.7353,-70.1939,9
"BARNSTABLE","MA",2012,41.7396,-70.4432,4
"BARNSTABLE","MA",2012,41.7413,-70.5989,7
"BARNSTABLE","MA",2012,41.7418,-70.4517,13
"BARNSTABLE","MA",2012,41.7426,-70.162,3
"BARNSTABLE","MA",2012,41.7454,-70.6181,3
"BARNSTABLE","MA",2012,41.7507,-69.9911,2
"BARNSTABLE","MA",2012,41.759,-70.4939,42
"BARNSTABLE","MA",2012,41.7601,-70.0828,219
"BARNSTABLE","MA",2012,41.7795,-69.9608,1
"BARNSTABLE","MA",2012,41.7898,-69.9897,17
"BARNSTABLE","MA",2012,41.7979,-70.5296,3
"BARNSTABLE","MA",2012,41.83,-69.974,15
"BARNSTABLE","MA",2012,41.8384,-69.9789,2
"BARNSTABLE","MA",2012,41.8651,-69.9911,1
"BARNSTABLE","MA",2012,41.9948,-70.049,2
"BARNSTABLE","MA",2012,42.0393,-70.0972,2
"BARREN","KY",2012,36.9959,-85.9119,13
"BARRON","WI",2012,45.3141,-91.651,2
"BARRON","WI",2012,45.4013,-91.8491,2
"BARRON","WI",2012,45.4169,-92.033,1
"BARRON","WI",2012,45.5061,-91.7382,24
"BARROW","GA",2012,33.9631,-83.593,1
"BARROW","GA",2012,33.9651,-83.5966,11
"BARROW","GA",2012,33.9919,-83.5899,1
"BARROW","GA",2012,33.9926,-83.7202,9
"BARROW","GA",2012,34.1028,-83.8122,1
"BARRY","MI",2012,42.4416,-85.3761,2
"BARRY","MI",2012,42.4999,-85.4082,20
"BARRY","MI",2012,42.6214,-85.2376,1
"BARRY","MI",2012,42.633,-85.5104,1
"BARRY","MI",2012,42.7131,-85.462,17
"BARRY","MO",2012,36.6088,-93.6175,3
"BARRY","MO",2012,36.677,-93.8688,20
"BARRY","MO",2012,36.6973,-94.0202,1
"BARRY","MO",2012,36.9135,-93.9041,1
"BARRY","MO",2012,36.9145,-93.9072,17
"BARRY","MO",2012,36.929,-93.9277,8
"BARTHOLOMEW","IN",2012,39.1307,-85.858,1
"BARTHOLOMEW","IN",2012,39.1551,-86.0432,1
"BARTHOLOMEW","IN",2012,39.1824,-85.7872,7
"BARTHOLOMEW","IN",2012,39.1866,-85.9646,1
"BARTHOLOMEW","IN",2012,39.1927,-85.9906,1
"BARTHOLOMEW","IN",2012,39.2014,-85.9214,20
"BARTHOLOMEW","IN",2012,39.2183,-85.8624,1
"BARTHOLOMEW","IN",2012,39.2387,-85.9176,1
"BARTHOLOMEW","IN",2012,39.2433,-85.8994,1
"BARTHOLOMEW","IN",2012,39.2438,-85.8988,1
"BARTHOLOMEW","IN",2012,39.2493,-85.9194,1
"BARTHOLOMEW","IN",2012,39.2614,-85.8326,1
"BARTHOLOMEW","IN",2012,39.2747,-85.9467,1
"BARTHOLOMEW","IN",2012,39.2867,-85.745,1
"BARTON","KS",2012,38.3556,-98.5809,6
"BARTON","KS",2012,38.3645,-98.7648,3
"BARTON","KS",2012,38.5181,-98.7781,2
"BARTON","MO",2012,37.3931,-94.0938,1
"BARTON","MO",2012,37.4548,-94.298,1
"BARTOW","GA",2012,34.127,-84.7555,1
"BARTOW","GA",2012,34.1578,-84.8776,1
"BARTOW","GA",2012,34.1651,-84.7999,40
"BARTOW","GA",2012,34.1815,-84.7802,1
"BARTOW","GA",2012,34.3354,-84.7155,16
"BARTOW","GA",2012,34.3687,-84.9341,2
"BASTROP","TX",2012,29.9294,-97.2936,6
"BASTROP","TX",2012,30.0086,-97.1594,32
"BASTROP","TX",2012,30.0873,-97.5014,29
"BASTROP","TX",2012,30.1105,-97.3153,22
"BASTROP","TX",2012,30.1894,-97.4182,1
"BASTROP","TX",2012,30.2838,-97.2378,2
"BASTROP","TX",2012,30.3497,-97.3703,4
"BATH","KY",2012,38.1201,-83.6146,1
"BATH","KY",2012,38.1448,-83.7641,1
"BAXTER","AR",2012,36.2831,-92.494,3
"BAY","FL",2012,29.948,-85.418,1
"BAY","FL",2012,30.1454,-85.5743,5
"BAY","FL",2012,30.1588,-85.6602,140
"BAY","FL",2012,30.1705,-85.7771,1
"BAY","FL",2012,30.1741,-85.6738,2
"BAY","FL",2012,30.1766,-85.8055,37
"BAY","FL",2012,30.1957,-85.7974,1
"BAY","FL",2012,30.2391,-85.661,1
"BAY","FL",2012,30.2455,-85.6483,30
"BAY","FL",2012,30.2941,-85.6146,1
"BAY","MI",2012,43.522,-83.7733,2
"BAY","MI",2012,43.5692,-83.8685,3
"BAY","MI",2012,43.5829,-84.1379,2
"BAY","MI",2012,43.593,-83.8168,1
"BAY","MI",2012,43.5945,-83.8889,96
"BAY","MI",2012,43.5959,-83.8768,1
"BAY","MI",2012,43.5959,-83.8642,3
"BAY","MI",2012,43.5987,-84.0774,1
"BAY","MI",2012,43.603,-83.8375,1
"BAY","MI",2012,43.6153,-83.8419,14
"BAY","MI",2012,43.6209,-83.9942,1
"BAY","MI",2012,43.6908,-83.9956,3
"BAY","MI",2012,43.711,-84.0167,9
"BAY","MI",2012,43.7387,-83.9647,1
"BAY","MI",2012,43.8536,-83.965,3
"BAYFIELD","WI",2012,46.2079,-91.2933,6
"BAYFIELD","WI",2012,46.6413,-91.5087,2
"BAYFIELD","WI",2012,46.6733,-90.8949,22
"BAYFIELD","WI",2012,46.775,-91.3875,9
"BAYFIELD","WI",2012,46.8108,-90.8182,13
"BEADLE","SD",2012,44.3633,-98.2143,35
"BEADLE","SD",2012,44.37,-98.0379,1
"BEAR LAKE","ID",2012,42.3396,-111.386,56
"BEAUFORT","NC",2012,35.5127,-77.1005,1
"BEAUFORT","NC",2012,35.5402,-76.623,2
"BEAUFORT","SC",2012,32.1189,-80.8644,1
"BEAUFORT","SC",2012,32.1648,-80.7547,1
"BEAUFORT","SC",2012,32.2163,-80.7526,52
"BEAUFORT","SC",2012,32.225,-80.687,1
"BEAUFORT","SC",2012,32.2371,-80.8604,55
"BEAUFORT","SC",2012,32.2976,-80.9511,3
"BEAUFORT","SC",2012,32.3097,-80.4996,1
"BEAUFORT","SC",2012,32.317,-80.4966,8
"BEAUFORT","SC",2012,32.3245,-80.4757,1
"BEAUFORT","SC",2012,32.3288,-80.4605,1
"BEAUFORT","SC",2012,32.3319,-80.8876,1
"BEAUFORT","SC",2012,32.3791,-80.6926,5
"BEAUFORT","SC",2012,32.3972,-80.555,10
"BEAUFORT","SC",2012,32.4316,-80.6698,17
"BEAUREGARD","LA",2012,30.5127,-93.2324,7
"BEAUREGARD","LA",2012,30.8463,-93.2891,4
"BEAVER","PA",2012,40.5892,-80.2251,9
"BEAVER","PA",2012,40.5992,-80.4728,2
"BEAVER","PA",2012,40.6155,-80.2622,42
"BEAVER","PA",2012,40.6351,-80.2281,50
"BEAVER","PA",2012,40.6509,-80.1763,3
"BEAVER","PA",2012,40.6603,-80.1794,1
"BEAVER","PA",2012,40.6604,-80.2879,1
"BEAVER","PA",2012,40.6873,-80.2715,18
"BEAVER","PA",2012,40.6953,-80.3048,45
"BEAVER","PA",2012,40.7023,-80.2865,6
"BEAVER","PA",2012,40.7081,-80.377,2
"BEAVER","PA",2012,40.7303,-80.3101,1
"BEAVER","PA",2012,40.7395,-80.3292,1
"BEAVER","PA",2012,40.752,-80.3192,29
"BEAVER","PA",2012,40.8098,-80.4568,2
"BEAVER","PA",2012,40.8342,-80.3223,1
"BEAVER","PA",2012,40.8345,-80.2042,11
"BEAVER","UT",2012,38.2769,-112.641,1
"BEAVERHEAD","MT",2012,45.5263,-113.54,2
"BECKER","MN",2012,46.7593,-95.3354,1
"BECKER","MN",2012,46.8172,-95.8453,11
"BECKER","MN",2012,46.9093,-95.9351,1
"BECKER","MN",2012,46.9165,-95.7037,11
"BECKER","MN",2012,46.9486,-95.5608,46
"BECKER","MN",2012,47.1483,-95.5461,1
"BECKHAM","OK",2012,35.412,-99.4043,13
"BEDFORD","PA",2012,39.8749,-78.5933,2
"BEDFORD","PA",2012,39.9908,-78.5261,1
"BEDFORD","PA",2012,40.1707,-78.4056,1
"BEDFORD","TN",2012,35.47,-86.48,1
"BEDFORD","TN",2012,35.4834,-86.4603,98
"BEDFORD","TN",2012,35.5273,-86.3336,1
"BEDFORD","VA",2012,37.1583,-79.4737,4
"BEDFORD","VA",2012,37.1827,-79.6196,9
"BEDFORD","VA",2012,37.3002,-79.5154,2
"BEDFORD","VA",2012,37.352,-79.3263,1
"BEDFORD","VA",2012,37.3588,-79.3917,12
"BEDFORD","VA",2012,37.3638,-79.2897,4
"BEDFORD","VA",2012,37.3798,-79.2579,1
"BEDFORD","VA",2012,37.4658,-79.2696,1
"BEDFORD","VA",2012,37.5015,-79.3036,1
"BEE","TX",2012,28.4008,-97.7483,1
"BEE","TX",2012,28.618,-97.8022,1
"BELKNAP","NH",2012,43.3389,-71.2782,12
"BELKNAP","NH",2012,43.339,-71.2598,8
"BELKNAP","NH",2012,43.4179,-71.2961,2
"BELKNAP","NH",2012,43.4249,-71.4138,2
"BELKNAP","NH",2012,43.4426,-71.5892,6
"BELKNAP","NH",2012,43.4707,-71.2335,22
"BELKNAP","NH",2012,43.4898,-71.5823,22
"BELKNAP","NH",2012,43.525,-71.4064,2
"BELKNAP","NH",2012,43.5279,-71.4704,28
"BELKNAP","NH",2012,43.5476,-71.4067,40
"BELKNAP","NH",2012,43.5536,-71.4845,4
"BELKNAP","NH",2012,43.5551,-71.3574,2
"BELKNAP","NH",2012,43.5791,-71.475,4
"BELKNAP","NH",2012,43.5801,-71.4129,8
"BELKNAP","NH",2012,43.609,-71.4606,2
"BELKNAP","NH",2012,43.6236,-71.6304,32
"BELKNAP","NH",2012,43.6299,-71.4953,2
"BELKNAP","NH",2012,43.6575,-71.5003,52
"BELKNAP","NH",2012,43.7127,-71.4915,10
"BELL","TX",2012,30.9471,-97.5386,19
"BELL","TX",2012,31.056,-97.4645,87
"BELL","TX",2012,31.0651,-97.4477,1
"BELL","TX",2012,31.0821,-97.2437,3
"BELL","TX",2012,31.0835,-97.6597,14
"BELL","TX",2012,31.0961,-97.7215,1
"BELL","TX",2012,31.0982,-97.3428,68
"BELL","TX",2012,31.1171,-97.7278,10
"BELL","TX",2012,31.1179,-97.4165,5
"BELL","TX",2012,31.1356,-97.3768,3
"BELL","TX",2012,31.1991,-97.4408,1
"BELMONT","OH",2012,40.032,-81.0066,1
"BELMONT","OH",2012,40.0803,-80.9018,3
"BELMONT","OH",2012,40.1203,-80.9329,2
"BELTRAMI","MN",2012,47.4875,-94.8858,14
"BELTRAMI","MN",2012,47.725,-94.5052,1
"BELTRAMI","MN",2012,47.733,-94.5486,3
"BELTRAMI","MN",2012,47.8786,-94.913,3
"BEN HILL","GA",2012,31.7149,-83.2527,1
"BENEWAH","ID",2012,47.1544,-116.431,9
"BENEWAH","ID",2012,47.3144,-116.563,5
"BENNINGTON","VT",2012,42.7719,-72.947,1
"BENNINGTON","VT",2012,42.7923,-73.2269,14
"BENNINGTON","VT",2012,42.7976,-73.2646,1
"BENNINGTON","VT",2012,42.8006,-73.207,1
"BENNINGTON","VT",2012,42.8224,-73.0136,6
"BENNINGTON","VT",2012,42.8781,-73.1968,23
"BENNINGTON","VT",2012,42.9304,-73.2426,25
"BENNINGTON","VT",2012,43.0037,-73.1955,1
"BENNINGTON","VT",2012,43.177,-73.0571,8
"BENNINGTON","VT",2012,43.2399,-73.0102,2
"BENNINGTON","VT",2012,43.2548,-73.0988,2
"BENNINGTON","VT",2012,43.2952,-73.0705,5
"BENSON","ND",2012,47.9625,-99.5301,1
"BENSON","ND",2012,48.0714,-99.2524,2
"BENT","CO",2012,38.0036,-103.082,1
"BENTON","AR",2012,36.1718,-94.5357,2
"BENTON","AR",2012,36.1881,-94.5405,7
"BENTON","AR",2012,36.2634,-94.2319,1
"BENTON","AR",2012,36.2676,-94.4847,2
"BENTON","AR",2012,36.2989,-94.1719,3
"BENTON","AR",2012,36.332,-94.1185,172
"BENTON","AR",2012,36.3417,-93.946,21
"BENTON","AR",2012,36.3598,-94.2852,8
"BENTON","AR",2012,36.3612,-94.2215,1
"BENTON","AR",2012,36.3729,-94.2088,73
"BENTON","AR",2012,36.422,-94.4535,3
"BENTON","AR",2012,36.4438,-94.0258,1
"BENTON","AR",2012,36.454,-94.1152,1
"BENTON","AR",2012,36.478,-94.3052,1
"BENTON","AR",2012,36.4815,-94.2733,12
"BENTON","IA",2012,41.8777,-91.8391,1
"BENTON","IA",2012,41.8783,-91.8346,2
"BENTON","IA",2012,42.0086,-92.091,2
"BENTON","IA",2012,42.0945,-91.8693,5
"BENTON","IA",2012,42.2451,-91.905,1
"BENTON","IN",2012,40.4894,-87.0966,1
"BENTON","IN",2012,40.4906,-87.0964,1
"BENTON","MN",2012,45.5919,-94.1661,4
"BENTON","MN",2012,45.6647,-93.9097,1
"BENTON","MO",2012,38.46,-93.2027,1
"BENTON","OR",2012,44.3819,-123.597,3
"BENTON","OR",2012,44.4149,-123.254,1
"BENTON","OR",2012,44.4735,-123.292,1
"BENTON","OR",2012,44.5401,-123.368,50
"BENTON","OR",2012,44.5465,-123.291,1
"BENTON","OR",2012,44.5465,-123.255,1
"BENTON","OR",2012,44.5555,-123.284,1
"BENTON","OR",2012,44.5643,-123.279,1
"BENTON","OR",2012,44.5646,-123.262,1258
"BENTON","OR",2012,44.5672,-123.279,1
"BENTON","OR",2012,44.5679,-123.277,1
"BENTON","OR",2012,44.5758,-123.292,1
"BENTON","OR",2012,44.5762,-123.278,1
"BENTON","OR",2012,44.58,-123.277,1
"BENTON","OR",2012,44.5851,-123.243,22
"BENTON","OR",2012,44.586,-123.244,121
"BENTON","OR",2012,44.5881,-123.293,1
"BENTON","OR",2012,44.5881,-123.241,56
"BENTON","OR",2012,44.5887,-123.263,5
"BENTON","OR",2012,44.5901,-123.306,1
"BENTON","OR",2012,44.5904,-123.272,9
"BENTON","OR",2012,44.5905,-123.287,1
"BENTON","OR",2012,44.5945,-123.253,3
"BENTON","OR",2012,44.5961,-123.306,1
"BENTON","OR",2012,44.6331,-123.262,1
"BENTON","OR",2012,44.635,-123.226,2
"BENTON","OR",2012,44.6385,-123.293,12
"BENTON","OR",2012,44.6393,-123.132,3
"BENTON","OR",2012,44.6612,-123.229,1
"BENTON","OR",2012,44.6671,-123.126,1
"BENTON","OR",2012,44.6707,-123.218,1
"BENTON","WA",2012,46.1928,-119.185,1
"BENTON","WA",2012,46.2068,-119.769,9
"BENTON","WA",2012,46.2112,-119.137,219
"BENTON","WA",2012,46.2138,-119.161,2
"BENTON","WA",2012,46.2394,-119.293,3
"BENTON","WA",2012,46.2413,-119.306,1
"BENTON","WA",2012,46.2632,-119.488,24
"BENTON","WA",2012,46.2827,-119.357,1
"BENTON","WA",2012,46.2831,-119.478,1
"BENTON","WA",2012,46.2857,-119.284,614
"BENTON","WA",2012,46.3043,-119.361,66
"BENTON","WA",2012,46.3179,-119.27,1
"BENTON","WA",2012,46.3411,-119.304,5
"BENTON","WA",2012,46.5507,-119.489,14
"BENZIE","MI",2012,44.5203,-85.944,4
"BENZIE","MI",2012,44.6639,-86.0181,1
"BERGEN","NJ",2012,40.7884,-74.1332,24
"BERGEN","NJ",2012,40.7907,-74.1299,1
"BERGEN","NJ",2012,40.7972,-74.1064,2
"BERGEN","NJ",2012,40.8107,-74.0051,1
"BERGEN","NJ",2012,40.812,-74.1243,79
"BERGEN","NJ",2012,40.8137,-74.0829,1
"BERGEN","NJ",2012,40.8205,-73.9742,9
"BERGEN","NJ",2012,40.8215,-73.9876,31
"BERGEN","NJ",2012,40.8248,-74.1093,2
"BERGEN","NJ",2012,40.8265,-74.1068,57
"BERGEN","NJ",2012,40.827,-73.9757,133
"BERGEN","NJ",2012,40.8279,-74.1032,1
"BERGEN","NJ",2012,40.8317,-74.1113,2
"BERGEN","NJ",2012,40.8333,-74.0124,3
"BERGEN","NJ",2012,40.834,-74.0971,10
"BERGEN","NJ",2012,40.8385,-73.9851,1
"BERGEN","NJ",2012,40.8404,-74.0907,6
"BERGEN","NJ",2012,40.8457,-74.0879,2
"BERGEN","NJ",2012,40.8482,-73.9976,39
"BERGEN","NJ",2012,40.8504,-73.9773,1
"BERGEN","NJ",2012,40.8529,-74.0421,7
"BERGEN","NJ",2012,40.8532,-74.1138,7
"BERGEN","NJ",2012,40.8536,-74.1034,1
"BERGEN","NJ",2012,40.8547,-73.9919,1
"BERGEN","NJ",2012,40.8562,-73.9654,9
"BERGEN","NJ",2012,40.857,-74.0215,6
"BERGEN","NJ",2012,40.8582,-74.0807,12
"BERGEN","NJ",2012,40.8583,-74.0249,7
"BERGEN","NJ",2012,40.8598,-74.0593,1
"BERGEN","NJ",2012,40.8615,-73.9882,58
"BERGEN","NJ",2012,40.8624,-73.9871,2
"BERGEN","NJ",2012,40.8625,-73.9918,5
"BERGEN","NJ",2012,40.8663,-74.0567,1
"BERGEN","NJ",2012,40.8762,-74.0299,4
"BERGEN","NJ",2012,40.879,-74.0088,1
"BERGEN","NJ",2012,40.8815,-74.1132,19
"BERGEN","NJ",2012,40.8823,-74.0832,1
"BERGEN","NJ",2012,40.8854,-73.9524,34
"BERGEN","NJ",2012,40.8859,-74.0435,58
"BERGEN","NJ",2012,40.8876,-74.0476,4
"BERGEN","NJ",2012,40.8923,-73.9419,4
"BERGEN","NJ",2012,40.8925,-74.0124,4
"BERGEN","NJ",2012,40.8929,-73.9726,2
"BERGEN","NJ",2012,40.8932,-74.0117,135
"BERGEN","NJ",2012,40.8939,-74.0999,2
"BERGEN","NJ",2012,40.904,-74.1185,44
"BERGEN","NJ",2012,40.904,-74.1007,38
"BERGEN","NJ",2012,40.9073,-74.0751,1
"BERGEN","NJ",2012,40.9096,-74.0153,1
"BERGEN","NJ",2012,40.924,-73.9758,1
"BERGEN","NJ",2012,40.9242,-74.0263,1
"BERGEN","NJ",2012,40.9248,-73.98,2
"BERGEN","NJ",2012,40.9254,-73.9629,174
"BERGEN","NJ",2012,40.926,-73.9705,1
"BERGEN","NJ",2012,40.9263,-74.077,14
"BERGEN","NJ",2012,40.9276,-73.9974,58
"BERGEN","NJ",2012,40.9283,-74.0388,4
"BERGEN","NJ",2012,40.9287,-74.0399,35
"BERGEN","NJ",2012,40.9336,-74.0655,1
"BERGEN","NJ",2012,40.9351,-74.019,5
"BERGEN","NJ",2012,40.937,-74.1181,12
"BERGEN","NJ",2012,40.937,-73.9272,4
"BERGEN","NJ",2012,40.9404,-74.1318,116
"BERGEN","NJ",2012,40.9407,-73.9968,30
"BERGEN","NJ",2012,40.9415,-73.9593,64
"BERGEN","NJ",2012,40.9416,-74.1128,2
"BERGEN","NJ",2012,40.9445,-74.0754,105
"BERGEN","NJ",2012,40.9529,-74.0388,3
"BERGEN","NJ",2012,40.9573,-73.9635,28
"BERGEN","NJ",2012,40.9584,-74.1299,2
"BERGEN","NJ",2012,40.9587,-74.0368,26
"BERGEN","NJ",2012,40.9609,-73.9901,13
"BERGEN","NJ",2012,40.9618,-73.9977,2
"BERGEN","NJ",2012,40.9629,-74.1329,77
"BERGEN","NJ",2012,40.9665,-74.099,2
"BERGEN","NJ",2012,40.9666,-74.0986,2
"BERGEN","NJ",2012,40.9695,-74.1451,1
"BERGEN","NJ",2012,40.9721,-74.128,2
"BERGEN","NJ",2012,40.9732,-73.9615,60
"BERGEN","NJ",2012,40.9739,-74.132,1
"BERGEN","NJ",2012,40.975,-74.0212,5
"BERGEN","NJ",2012,40.9793,-74.1165,184
"BERGEN","NJ",2012,40.983,-74.1372,1
"BERGEN","NJ",2012,40.9837,-73.9799,32
"BERGEN","NJ",2012,40.9846,-74.1064,6
"BERGEN","NJ",2012,40.9846,-74.0576,1
"BERGEN","NJ",2012,40.9876,-73.951,1
"BERGEN","NJ",2012,40.9878,-74.0594,2
"BERGEN","NJ",2012,40.9878,-73.9932,1
"BERGEN","NJ",2012,40.9893,-74.1407,32
"BERGEN","NJ",2012,40.9912,-74.0326,1
"BERGEN","NJ",2012,40.9913,-74.0598,81
"BERGEN","NJ",2012,40.9925,-73.9536,3
"BERGEN","NJ",2012,40.9937,-74.1393,1
"BERGEN","NJ",2012,40.9938,-73.9795,1
"BERGEN","NJ",2012,40.9952,-74.1496,1
"BERGEN","NJ",2012,40.9955,-74.0136,1
"BERGEN","NJ",2012,40.9965,-74.1422,1
"BERGEN","NJ",2012,40.9965,-74.1387,3
"BERGEN","NJ",2012,40.9965,-74.1012,19
"BERGEN","NJ",2012,41.0004,-73.9304,10
"BERGEN","NJ",2012,41.0008,-74.0305,1
"BERGEN","NJ",2012,41.002,-74.0142,2
"BERGEN","NJ",2012,41.0026,-74.0404,1
"BERGEN","NJ",2012,41.0065,-73.949,39
"BERGEN","NJ",2012,41.0077,-74.1579,1
"BERGEN","NJ",2012,41.0095,-74.1729,64
"BERGEN","NJ",2012,41.0107,-74.1179,33
"BERGEN","NJ",2012,41.0107,-73.9912,60
"BERGEN","NJ",2012,41.0107,-73.9347,4
"BERGEN","NJ",2012,41.0134,-74.2062,6
"BERGEN","NJ",2012,41.0146,-74.1269,2
"BERGEN","NJ",2012,41.0148,-74.012,38
"BERGEN","NJ",2012,41.0168,-74.2057,82
"BERGEN","NJ",2012,41.017,-74.2107,1
"BERGEN","NJ",2012,41.0173,-74.0594,4
"BERGEN","NJ",2012,41.0234,-74.0665,29
"BERGEN","NJ",2012,41.0318,-74.1021,91
"BERGEN","NJ",2012,41.0322,-74.2355,7
"BERGEN","NJ",2012,41.0324,-74.2197,1
"BERGEN","NJ",2012,41.0329,-74.0226,1
"BERGEN","NJ",2012,41.0347,-74.1048,1
"BERGEN","NJ",2012,41.0371,-74.1299,8
"BERGEN","NJ",2012,41.0415,-74.129,64
"BERGEN","NJ",2012,41.0433,-74.0995,1
"BERGEN","NJ",2012,41.044,-74.1593,1
"BERGEN","NJ",2012,41.0461,-74.1857,5
"BERGEN","NJ",2012,41.0463,-74.0617,4
"BERGEN","NJ",2012,41.0468,-74.0229,51
"BERGEN","NJ",2012,41.0512,-74.1226,2
"BERGEN","NJ",2012,41.056,-74.0451,1
"BERGEN","NJ",2012,41.0584,-74.0985,57
"BERGEN","NJ",2012,41.0625,-74.1357,3
"BERGEN","NJ",2012,41.0636,-74.1529,1
"BERGEN","NJ",2012,41.0752,-74.1351,1
"BERGEN","NJ",2012,41.0833,-74.1535,1
"BERGEN","NJ",2012,41.0875,-74.1167,1
"BERGEN","NJ",2012,41.0886,-74.1436,148
"BERKELEY","SC",2012,32.8591,-79.912,15
"BERKELEY","SC",2012,32.8978,-79.9158,1
"BERKELEY","SC",2012,32.9266,-79.8857,1
"BERKELEY","SC",2012,32.9306,-80.0032,13
"BERKELEY","SC",2012,32.981,-80.0326,14
"BERKELEY","SC",2012,33.196,-80.0131,7
"BERKELEY","SC",2012,33.3199,-80.0004,1
"BERKELEY","SC",2012,33.4052,-79.9251,2
"BERKELEY","WV",2012,39.3704,-78.0956,10
"BERKELEY","WV",2012,39.4064,-77.9624,1
"BERKELEY","WV",2012,39.4393,-78.1386,2
"BERKELEY","WV",2012,39.4417,-78.1333,65
"BERKELEY","WV",2012,39.4562,-77.9639,20
"BERKELEY","WV",2012,39.5534,-77.995,1
"BERKELEY","WV",2012,39.5595,-77.8906,4
