"state","year","county","precinct","total_votes","rep_votes","dem_votes"
"AZ",2012,"MARICOPA","032 ATHENS",1559,598,927
"AZ",2012,"MARICOPA","033 AUGUSTA",761,388,357
"AZ",2012,"MARICOPA","034 AVIANO",2398,842,1534
"AZ",2012,"MARICOPA","035 AVONDALE",798,582,207
"AZ",2012,"MARICOPA","036 AZTEC SPRINGS",2629,1066,1524
"AZ",2012,"MARICOPA","037 BALBOA",2504,1403,999
"AZ",2012,"MARICOPA","038 BALSZ",1732,1260,414
"AZ",2012,"MARICOPA","039 BARBADOS",1419,565,840
"AZ",2012,"MARICOPA","040 BARNES",1576,743,795
"AZ",2012,"MARICOPA","041 BAYSHORE",2712,1084,1562
"AZ",2012,"MARICOPA","042 BEARDSLEY",3606,1205,2352
"AZ",2012,"MARICOPA","043 BERYL",1251,522,704
"AZ",2012,"MARICOPA","044 BETHANY",1293,554,722
"AZ",2012,"MARICOPA","045 BETHANY PARK",450,275,164
"AZ",2012,"MARICOPA","046 BETHUNE",737,641,85
"AZ",2012,"MARICOPA","047 BILTMORE",1886,800,1060
"AZ",2012,"MARICOPA","048 BISCUIT FLAT",1609,523,1048
"AZ",2012,"MARICOPA","049 BLACK CANYON",2566,1408,1091
"AZ",2012,"MARICOPA","050 BLACK GOLD",2230,736,1471
"AZ",2012,"MARICOPA","051 BLACKHAWK",1847,786,1000
"AZ",2012,"MARICOPA","052 BLOOM",1407,527,841
"AZ",2012,"MARICOPA","053 BLUE SKY",859,274,577
"AZ",2012,"MARICOPA","054 BLUEBIRD",3132,1411,1611
"AZ",2012,"MARICOPA","055 BLUEFIELD",2101,808,1228
"AZ",2012,"MARICOPA","056 BONANZA",1403,461,924
"AZ",2012,"MARICOPA","057 BONSALL PARK",348,243,101
"AZ",2012,"MARICOPA","058 BREWER",2219,762,1400
"AZ",2012,"MARICOPA","059 BRONCO",2714,798,1886
"AZ",2012,"MARICOPA","060 BROOKS FARM",4242,1288,2867
"AZ",2012,"MARICOPA","061 BUCKEYE",847,352,474
"AZ",2012,"MARICOPA","062 BUCKLEY",1509,797,660
"AZ",2012,"MARICOPA","063 BUFFALO RIDGE",2459,1032,1363
"AZ",2012,"MARICOPA","064 BULLARD",78,30,47
"AZ",2012,"MARICOPA","065 BULLMOOSE",1489,588,860
"AZ",2012,"MARICOPA","066 BUNKER PEAK",225,94,119
"AZ",2012,"MARICOPA","067 BURGESS",1105,836,247
"AZ",2012,"MARICOPA","068 BUTLER",3429,1659,1700
"AZ",2012,"MARICOPA","069 CACTUS GLEN",2115,728,1363
"AZ",2012,"MARICOPA","070 CAIRO",2041,1192,793
"AZ",2012,"MARICOPA","071 CALAVAR",1018,443,552
"AZ",2012,"MARICOPA","072 CALAVEROS",1287,609,659
"AZ",2012,"MARICOPA","073 CALYPSO",2029,706,1290
"AZ",2012,"MARICOPA","074 CAMBRIDGE",184,146,36
"AZ",2012,"MARICOPA","075 CAMELOT",2630,1132,1460
"AZ",2012,"MARICOPA","076 CAMEO",2291,782,1491
"AZ",2012,"MARICOPA","077 CAMPBELL",2680,714,1915
"AZ",2012,"MARICOPA","078 CAMPBELL PARK",888,416,449
"AZ",2012,"MARICOPA","079 CANDLELIGHT",3641,892,2682
"AZ",2012,"MARICOPA","080 CANTERBURY",2194,946,1211
"AZ",2012,"MARICOPA","081 CANYON",176,36,137
"AZ",2012,"MARICOPA","082 CAPITOL SCHOOL",1042,685,335
"AZ",2012,"MARICOPA","083 CARDINAL",2424,1070,1318
"AZ",2012,"MARICOPA","084 CAREFREE",2374,684,1660
"AZ",2012,"MARICOPA","085 CARL",1580,1091,442
"AZ",2012,"MARICOPA","086 CARLA VISTA",1590,852,675
"AZ",2012,"MARICOPA","087 CAROL ANN",2527,955,1498
"AZ",2012,"MARICOPA","088 CARON",1742,742,960
"AZ",2012,"MARICOPA","089 CARRIAGE LANE",2003,994,945
"AZ",2012,"MARICOPA","090 CARVER",1801,1148,625
"AZ",2012,"MARICOPA","091 CASHION",2499,1777,681
"AZ",2012,"MARICOPA","092 CATAMARAN",2167,656,1479
"AZ",2012,"MARICOPA","093 CAVE BUTTES",3011,1123,1830
"AZ",2012,"MARICOPA","094 CAVE CREEK",2962,926,1976
"AZ",2012,"MARICOPA","095 CELAYA",1939,1236,635
"AZ",2012,"MARICOPA","096 CENTENNIAL",1154,494,620
"AZ",2012,"MARICOPA","097 CENTRAL HIGH",1487,1021,417
"AZ",2012,"MARICOPA","098 CHALLENGER",1140,803,315
"AZ",2012,"MARICOPA","099 CHANDLER HEIGHTS",3180,1101,2041
"AZ",2012,"MARICOPA","100 CHAVEZ",644,547,85
"AZ",2012,"MARICOPA","101 CHENEY",2617,694,1892
"AZ",2012,"MARICOPA","102 CHILTON",1129,614,474
"AZ",2012,"MARICOPA","103 CHOLLA",2088,1022,993
"AZ",2012,"MARICOPA","104 CHRISTY",1080,450,607
"AZ",2012,"MARICOPA","105 CIELO",2646,990,1634
"AZ",2012,"MARICOPA","106 CIELO GRANDE",1726,673,1011
"AZ",2012,"MARICOPA","107 CITRUS",1717,960,725
"AZ",2012,"MARICOPA","108 CITRUS GARDENS",1894,838,1012
"AZ",2012,"MARICOPA","109 CITRUS GROVES",2233,868,1327
"AZ",2012,"MARICOPA","110 CLEARVIEW",2637,1064,1514
"AZ",2012,"MARICOPA","111 CLEARWATER",999,329,659
"AZ",2012,"MARICOPA","112 CLIFFVIEW",985,494,471
"AZ",2012,"MARICOPA","113 CLOUD",2046,673,1348
"AZ",2012,"MARICOPA","114 CLOVER",702,296,391
"AZ",2012,"MARICOPA","115 CLUB WEST",3651,1573,2009
"AZ",2012,"MARICOPA","116 COCOPAH",1409,466,920
"AZ",2012,"MARICOPA","117 COLDWATER RIDGE",1369,896,446
"AZ",2012,"MARICOPA","118 COLONIA",3458,1460,1908
"AZ",2012,"MARICOPA","119 COLONNADE",2090,1152,903
"AZ",2012,"MARICOPA","120 COLTER",801,531,259
"AZ",2012,"MARICOPA","121 COMET",2257,907,1294
"AZ",2012,"MARICOPA","122 COMMONWEALTH",1110,688,393
"AZ",2012,"MARICOPA","123 COMPADRE",3248,1249,1939
"AZ",2012,"MARICOPA","124 COMSTOCK",1401,589,780
"AZ",2012,"MARICOPA","125 CONCORD",1313,602,676
"AZ",2012,"MARICOPA","126 CONQUISTADOR",1027,326,692
"AZ",2012,"MARICOPA","127 CONTENTION MINE",971,468,483
"AZ",2012,"MARICOPA","128 COPPER HILLS",2115,789,1286
"AZ",2012,"MARICOPA","129 COPPERWOOD",1091,480,585
"AZ",2012,"MARICOPA","130 CORA",723,511,197
"AZ",2012,"MARICOPA","131 CORBELL",3069,1565,1442
"AZ",2012,"MARICOPA","132 CORDES",618,438,176
"AZ",2012,"MARICOPA","133 CORDONIZ",1431,863,529
"AZ",2012,"MARICOPA","134 CORDOVA",677,448,208
"AZ",2012,"MARICOPA","135 CORONA",1250,592,630
"AZ",2012,"MARICOPA","136 CORONADO",2237,1084,1076
"AZ",2012,"MARICOPA","137 CORRINE",2209,646,1525
"AZ",2012,"MARICOPA","138 CORTESSA",4243,1196,2952
"AZ",2012,"MARICOPA","139 CORTEZ",789,423,343
"AZ",2012,"MARICOPA","140 COTTON LANE",1682,711,935
"AZ",2012,"MARICOPA","141 COTTONWOOD COUNTRY CLUB",3626,1249,2350
"AZ",2012,"MARICOPA","142 COUNTRY GABLES",829,324,480
"AZ",2012,"MARICOPA","143 COUNTRY MEADOWS",563,269,281
"AZ",2012,"MARICOPA","144 COVINA",2284,632,1594
"AZ",2012,"MARICOPA","145 COYOTE BASIN",1360,552,768
"AZ",2012,"MARICOPA","146 COYOTE HILLS",2076,530,1498
"AZ",2012,"MARICOPA","147 COYOTE LAKES",1557,581,960
"AZ",2012,"MARICOPA","148 CREEDANCE",2930,1064,1808
"AZ",2012,"MARICOPA","149 CREIGHTON",1630,1151,443
"AZ",2012,"MARICOPA","150 CRESCENT",919,271,645
"AZ",2012,"MARICOPA","151 CRISMON",3143,1419,1625
"AZ",2012,"MARICOPA","152 CROCUS",1302,430,844
"AZ",2012,"MARICOPA","153 CROSBY",968,384,562
"AZ",2012,"MARICOPA","154 CROSSROADS PARK",2915,989,1856
"AZ",2012,"MARICOPA","155 CRYSTAL GARDENS",2816,1586,1169
"AZ",2012,"MARICOPA","156 CULLUMBER",1568,631,905
"AZ",2012,"MARICOPA","157 CULVER",905,713,173
"AZ",2012,"MARICOPA","158 DAHLIA",1228,453,742
"AZ",2012,"MARICOPA","159 DAISY",1255,538,684
"AZ",2012,"MARICOPA","160 DALLAS",2179,818,1286
"AZ",2012,"MARICOPA","161 DANBURY",1935,718,1177
"AZ",2012,"MARICOPA","162 DANYELL",1704,1138,512
"AZ",2012,"MARICOPA","163 DARROW",1289,815,436
"AZ",2012,"MARICOPA","164 DC RANCH",3973,1280,2647
"AZ",2012,"MARICOPA","165 DEADMAN WASH",6077,1776,4190
"AZ",2012,"MARICOPA","166 DEER VALLEY",1852,624,1182
"AZ",2012,"MARICOPA","167 DEERVIEW",692,315,364
"AZ",2012,"MARICOPA","168 DEL JOYA",2514,911,1575
"AZ",2012,"MARICOPA","169 DEL RIO",2385,1196,1132
"AZ",2012,"MARICOPA","170 DESERT BELL",1912,955,893
"AZ",2012,"MARICOPA","171 DESERT BLOSSOM",1305,453,836
"AZ",2012,"MARICOPA","172 DESERT COVE",1509,787,688
"AZ",2012,"MARICOPA","173 DESERT EDGE",2278,1052,1182
"AZ",2012,"MARICOPA","174 DESERT HARBOR",3341,1223,2052
"AZ",2012,"MARICOPA","175 DESERT HAVEN",6843,2264,4466
"AZ",2012,"MARICOPA","176 DESERT HIGHLANDS",2183,518,1647
"AZ",2012,"MARICOPA","177 DESERT HILLS",2479,604,1839
"AZ",2012,"MARICOPA","178 DESERT MIRAGE",1591,749,806
"AZ",2012,"MARICOPA","179 DESERT OASIS",1975,586,1340
"AZ",2012,"MARICOPA","180 DESERT SAGE",3904,1221,2624
"AZ",2012,"MARICOPA","181 DESERT SKY",1032,824,186
"AZ",2012,"MARICOPA","182 DESERT THUNDER",2407,1118,1241
"AZ",2012,"MARICOPA","183 DESERT VISTA",1391,582,788
"AZ",2012,"MARICOPA","184 DESOTO",1252,584,620
"AZ",2012,"MARICOPA","185 DESSIE",1126,843,271
"AZ",2012,"MARICOPA","186 DEVONSHIRE",3423,1623,1743
"AZ",2012,"MARICOPA","187 DIABLO",1187,689,454
"AZ",2012,"MARICOPA","188 DIXILETA",4626,1548,3022
"AZ",2012,"MARICOPA","189 DOBBINS RANCH",3224,1978,1176
"AZ",2012,"MARICOPA","190 DOBSON PARK",1350,532,792
"AZ",2012,"MARICOPA","191 DOBSON RANCH",3531,1618,1818
"AZ",2012,"MARICOPA","192 DOUBLETREE",2362,708,1632
"AZ",2012,"MARICOPA","193 DOVE VALLEY",1560,494,1048
"AZ",2012,"MARICOPA","194 DOVER",1892,874,969
"AZ",2012,"MARICOPA","195 DREAMLAND VILLA",3468,1296,2104
"AZ",2012,"MARICOPA","196 DREAMY DRAW",1311,725,544
"AZ",2012,"MARICOPA","197 DREYFUS",2005,890,1088
"AZ",2012,"MARICOPA","198 DRIFTWOOD",2702,937,1706
"AZ",2012,"MARICOPA","199 DUBLIN",1804,888,863
"AZ",2012,"MARICOPA","200 DUKE",1714,832,850
"AZ",2012,"MARICOPA","201 DUNBAR",917,806,92
"AZ",2012,"MARICOPA","202 DURANGO",1080,459,604
"AZ",2012,"MARICOPA","203 DUSTY TRAIL",4649,1367,3233
"AZ",2012,"MARICOPA","204 DWIGHT",1647,1078,512
"AZ",2012,"MARICOPA","205 DYNAMITE",2562,855,1666
"AZ",2012,"MARICOPA","206 DYSART",702,352,340
"AZ",2012,"MARICOPA","207 EASTRIDGE",1654,601,1008
"AZ",2012,"MARICOPA","208 ECHO",990,484,462
"AZ",2012,"MARICOPA","209 EDISON",944,799,127
"AZ",2012,"MARICOPA","210 EL CARO",2223,1275,884
"AZ",2012,"MARICOPA","211 EL DOMINGO",1531,887,619
"AZ",2012,"MARICOPA","212 EL MIRAGE",2039,1130,861
"AZ",2012,"MARICOPA","213 ELLSWORTH PARK",1131,373,735
"AZ",2012,"MARICOPA","214 ELWOOD",1965,1473,454
"AZ",2012,"MARICOPA","215 EMERALD",1831,639,1173
"AZ",2012,"MARICOPA","216 ENCANTO",2062,1432,587
"AZ",2012,"MARICOPA","217 ENID PARK",2477,847,1570
"AZ",2012,"MARICOPA","218 ESCALANTE",1763,1204,467
"AZ",2012,"MARICOPA","219 ESCOBAR",912,432,450
"AZ",2012,"MARICOPA","220 ESCONDIDO",3511,1351,2065
"AZ",2012,"MARICOPA","221 ESQUIRE",2126,1254,785
"AZ",2012,"MARICOPA","222 ESTRELLA FOOTHILLS",2043,800,1202
"AZ",2012,"MARICOPA","223 EVANS",1286,511,752
"AZ",2012,"MARICOPA","224 FAIRWAY",1490,637,797
"AZ",2012,"MARICOPA","225 FALCON HILL",3574,1123,2370
"AZ",2012,"MARICOPA","226 FENIMORE",2092,567,1488
"AZ",2012,"MARICOPA","227 FESTIVAL",1549,567,970
"AZ",2012,"MARICOPA","228 FIESTA RANCH",2596,1063,1464
"AZ",2012,"MARICOPA","229 FOLLEY",3388,1642,1683
"AZ",2012,"MARICOPA","230 FOOTHILLS",4472,1741,2675
"AZ",2012,"MARICOPA","231 FORT MCDOWELL",228,173,52
"AZ",2012,"MARICOPA","232 FOUNTAIN HILLS",1969,625,1316
"AZ",2012,"MARICOPA","233 FOUR PEAKS",2995,1126,1804
"AZ",2012,"MARICOPA","234 FOX CROSSING",2398,1037,1322
"AZ",2012,"MARICOPA","235 FOXWOOD",1372,581,756
"AZ",2012,"MARICOPA","236 FREMONT",1544,489,1025
"AZ",2012,"MARICOPA","237 FRONTIER",3607,1174,2372
"AZ",2012,"MARICOPA","238 FULTON RANCH",4388,1573,2768
"AZ",2012,"MARICOPA","239 GALVESTON",4006,2007,1902
"AZ",2012,"MARICOPA","240 GARDEN GROVES",1603,988,573
"AZ",2012,"MARICOPA","241 GARDENS",549,381,147
"AZ",2012,"MARICOPA","242 GATEWAY",1361,1135,211
"AZ",2012,"MARICOPA","243 GAVILAN PEAK",2292,730,1520
"AZ",2012,"MARICOPA","244 GEMINI",2007,823,1147
"AZ",2012,"MARICOPA","245 GENE AUTRY",1643,450,1164
"AZ",2012,"MARICOPA","246 GERMANN",4278,1867,2332
"AZ",2012,"MARICOPA","247 GERONIMO",1018,471,529
"AZ",2012,"MARICOPA","248 GILA",2304,1167,1062
"AZ",2012,"MARICOPA","249 GILA BEND",434,179,245
"AZ",2012,"MARICOPA","250 GILBERT",2033,755,1221
"AZ",2012,"MARICOPA","251 GILBERT GARDENS",2553,979,1515
"AZ",2012,"MARICOPA","252 GLENCROFT",1362,651,678
"AZ",2012,"MARICOPA","253 GLENN",1602,737,847
"AZ",2012,"MARICOPA","254 GLENROSA",1371,777,560
"AZ",2012,"MARICOPA","255 GLENVIEW",2834,654,2130
"AZ",2012,"MARICOPA","256 GOLD DUST",1141,468,646
"AZ",2012,"MARICOPA","257 GOLDEN EAGLE",3186,1033,2115
"AZ",2012,"MARICOPA","258 GOLDEN HILLS",2196,940,1198
"AZ",2012,"MARICOPA","259 GOLDFIELD RANCH",190,44,144
"AZ",2012,"MARICOPA","260 GOODYEAR",863,490,351
"AZ",2012,"MARICOPA","261 GRANADA",1504,1111,362
"AZ",2012,"MARICOPA","262 GRAND",4306,1513,2779
"AZ",2012,"MARICOPA","263 GRANITE FALLS",3265,1253,1968
"AZ",2012,"MARICOPA","264 GRANITE MOUNTAIN",2745,608,2124
"AZ",2012,"MARICOPA","265 GRAYHAWK",1883,531,1333
"AZ",2012,"MARICOPA","266 GREENBRIAR",1958,629,1291
"AZ",2012,"MARICOPA","267 GREENFIELD",1266,1047,201
"AZ",2012,"MARICOPA","268 GREENFIELD PARK",3593,1171,2331
"AZ",2012,"MARICOPA","269 GREENWAY",2357,969,1325
"AZ",2012,"MARICOPA","270 GREYSTONE",1202,366,831
"AZ",2012,"MARICOPA","271 GROVERS",1716,766,895
"AZ",2012,"MARICOPA","272 GROVES",2010,564,1405
"AZ",2012,"MARICOPA","273 GUADALUPE",1506,1383,113
"AZ",2012,"MARICOPA","274 GUERRERO",1438,874,521
"AZ",2012,"MARICOPA","275 HALL",2297,1229,1020
"AZ",2012,"MARICOPA","276 HAPPY TRAILS",536,147,382
"AZ",2012,"MARICOPA","277 HAPPY VALLEY",2154,668,1443
"AZ",2012,"MARICOPA","278 HARMONT",2244,1128,1045
"AZ",2012,"MARICOPA","279 HARMONY PARK",2959,1016,1868
"AZ",2012,"MARICOPA","280 HARQUAHALA",117,50,64
"AZ",2012,"MARICOPA","281 HARRISON",643,540,97
"AZ",2012,"MARICOPA","282 HASSAYAMPA",116,45,68
"AZ",2012,"MARICOPA","283 HASTINGS",2056,665,1353
"AZ",2012,"MARICOPA","284 HATCHER",1442,770,612
"AZ",2012,"MARICOPA","285 HAWES",1551,569,919
"AZ",2012,"MARICOPA","286 HAYDEN HIGH",957,827,112
"AZ",2012,"MARICOPA","287 HERITAGE",1826,962,809
"AZ",2012,"MARICOPA","288 HERMOSA",2015,1800,181
"AZ",2012,"MARICOPA","289 HERMOSA VISTA",3162,893,2210
"AZ",2012,"MARICOPA","290 HICKIWAN",24,22,1
"AZ",2012,"MARICOPA","291 HIDALGO",1583,1211,349
"AZ",2012,"MARICOPA","292 HIGHLAND",2538,713,1783
"AZ",2012,"MARICOPA","293 HIGLEY",3193,1102,2024
"AZ",2012,"MARICOPA","294 HILLCREST",1830,609,1203
"AZ",2012,"MARICOPA","295 HILLERY",2003,685,1276
"AZ",2012,"MARICOPA","296 HILLVIEW",2497,933,1504
"AZ",2012,"MARICOPA","297 HILTON",466,376,78
"AZ",2012,"MARICOPA","298 HOHOKAM PARK",1717,864,807
"AZ",2012,"MARICOPA","299 HOLIDAY GARDENS",612,427,172
"AZ",2012,"MARICOPA","300 HOLIDAY PARK",1825,1318,480
"AZ",2012,"MARICOPA","301 HOLLIS",1859,1045,736
"AZ",2012,"MARICOPA","302 HOLLY",804,553,232
"AZ",2012,"MARICOPA","303 HOLLYHOCK",1324,1069,234
"AZ",2012,"MARICOPA","304 HOLMES",1577,1215,325
"AZ",2012,"MARICOPA","305 HONDA",1508,959,517
"AZ",2012,"MARICOPA","306 HOPE",1765,1467,271
"AZ",2012,"MARICOPA","307 HOPEVILLE",1653,641,964
"AZ",2012,"MARICOPA","308 HOPI",2012,704,1282
"AZ",2012,"MARICOPA","309 HORIZON",3356,1287,2017
"AZ",2012,"MARICOPA","310 HUALAPAI",2586,934,1624
"AZ",2012,"MARICOPA","311 HUBBELL",1200,590,583
"AZ",2012,"MARICOPA","312 HUDSON",1637,1115,410
"AZ",2012,"MARICOPA","313 INDEPENDENCE",1828,1082,718
"AZ",2012,"MARICOPA","314 INDIAN BEND",1673,754,866
"AZ",2012,"MARICOPA","315 INDIAN SPRINGS",2027,1284,656
"AZ",2012,"MARICOPA","316 INDIAN WELLS",2239,715,1496
"AZ",2012,"MARICOPA","317 ISAAC",626,529,89
"AZ",2012,"MARICOPA","318 IVANHOE",2984,1071,1840
"AZ",2012,"MARICOPA","319 JACKRABBIT",2801,1128,1626
"AZ",2012,"MARICOPA","320 JANICE",1430,638,756
"AZ",2012,"MARICOPA","321 JASMINE",1062,333,716
"AZ",2012,"MARICOPA","322 JASPER",1694,862,797
"AZ",2012,"MARICOPA","323 JENTILLY",2006,1179,749
"AZ",2012,"MARICOPA","324 JOHN CABOT",2258,806,1400
"AZ",2012,"MARICOPA","325 JULIE",2574,1025,1474
"AZ",2012,"MARICOPA","326 JUNIPER",1074,379,675
"AZ",2012,"MARICOPA","327 JUPITER",2548,1262,1218
"AZ",2012,"MARICOPA","328 JUSTINE",2332,845,1448
"AZ",2012,"MARICOPA","329 KACHINA",2273,1193,1020
"AZ",2012,"MARICOPA","330 KAIBAB",1775,583,1170
"AZ",2012,"MARICOPA","331 KALER",2543,1426,1064
"AZ",2012,"MARICOPA","332 KEIM",1806,1025,720
"AZ",2012,"MARICOPA","333 KENLY FARMS",2760,1017,1683
"AZ",2012,"MARICOPA","334 KIMBERLY",1121,398,694
"AZ",2012,"MARICOPA","335 KINGS",2226,899,1254
"AZ",2012,"MARICOPA","336 KIVA",853,259,585
"AZ",2012,"MARICOPA","337 KLEINMAN",2272,1308,900
"AZ",2012,"MARICOPA","338 KODIAK",999,329,660
"AZ",2012,"MARICOPA","339 KOKOPELLI",3169,1657,1448
"AZ",2012,"MARICOPA","340 KOMATKE",238,213,16
"AZ",2012,"MARICOPA","341 LA REATA",1284,647,614
"AZ",2012,"MARICOPA","342 LA SOLANA",3714,1228,2475
"AZ",2012,"MARICOPA","343 LAKE PLEASANT",1323,312,997
"AZ",2012,"MARICOPA","344 LAKEVIEW",1043,355,681
"AZ",2012,"MARICOPA","345 LAKEWOOD",3039,1469,1506
"AZ",2012,"MARICOPA","346 LAMAR",1233,589,613
"AZ",2012,"MARICOPA","347 LANTANA CANYON",2990,1158,1776
"AZ",2012,"MARICOPA","348 LAREDO",2470,1005,1413
"AZ",2012,"MARICOPA","349 LAS SENDAS",3579,1093,2429
"AZ",2012,"MARICOPA","350 LASSEN",1626,1316,291
"AZ",2012,"MARICOPA","351 LAUREL",1371,502,843
"AZ",2012,"MARICOPA","352 LAVEEN",3932,2806,1059
"AZ",2012,"MARICOPA","353 LAVEEN MEADOWS",2803,1860,895
"AZ",2012,"MARICOPA","354 LEHI",1528,456,1042
"AZ",2012,"MARICOPA","355 LEISURE WORLD",1894,634,1241
"AZ",2012,"MARICOPA","356 LEWIS",766,613,129
"AZ",2012,"MARICOPA","357 LIBBY",1474,517,909
"AZ",2012,"MARICOPA","358 LIBERTY",613,179,423
"AZ",2012,"MARICOPA","359 LINDNER",1984,717,1223
"AZ",2012,"MARICOPA","360 LITCHFIELD",1275,535,725
"AZ",2012,"MARICOPA","361 LOBO",2331,751,1535
"AZ",2012,"MARICOPA","362 LOLA",2041,888,1110
"AZ",2012,"MARICOPA","363 LOMA LINDA",1857,1216,587
"AZ",2012,"MARICOPA","364 LOMA VERDES",1468,389,1065
"AZ",2012,"MARICOPA","365 LONE BUTTE",4,3,1
"AZ",2012,"MARICOPA","366 LONE MOUNTAIN",3563,961,2542
"AZ",2012,"MARICOPA","367 LONESOME",1359,981,350
"AZ",2012,"MARICOPA","368 LONGBOW",1958,508,1415
"AZ",2012,"MARICOPA","369 LONGHORN",2876,1204,1613
"AZ",2012,"MARICOPA","370 LONGMORE",580,312,241
"AZ",2012,"MARICOPA","371 LOOKOUT RIDGE",2430,980,1418
"AZ",2012,"MARICOPA","372 LOS ALAMOS",2187,534,1606
"AZ",2012,"MARICOPA","373 LOS GATOS",3096,1024,2014
"AZ",2012,"MARICOPA","374 LOWELL",574,455,112
"AZ",2012,"MARICOPA","375 LUDDEN",3710,1426,2209
"AZ",2012,"MARICOPA","376 LUKE",1758,1116,603
"AZ",2012,"MARICOPA","377 LUKE FIELD",1402,659,707
"AZ",2012,"MARICOPA","378 LYNWOOD",1178,1000,166
"AZ",2012,"MARICOPA","379 MADISON HEIGHTS",1538,637,884
"AZ",2012,"MARICOPA","380 MADISON PARK",2126,1442,631
"AZ",2012,"MARICOPA","381 MADRID",1205,947,239
"AZ",2012,"MARICOPA","382 MAGGIE",1349,519,779
"AZ",2012,"MARICOPA","383 MAGIC STONE",3808,1908,1796
"AZ",2012,"MARICOPA","384 MAJESTY",2451,761,1645
"AZ",2012,"MARICOPA","385 MANDALAY",1760,718,987
"AZ",2012,"MARICOPA","386 MANISTEE",1242,786,424
"AZ",2012,"MARICOPA","387 MANZANITA",1028,483,510
"AZ",2012,"MARICOPA","388 MARBELLA",3400,1124,2225
"AZ",2012,"MARICOPA","389 MARICOPA",2090,1029,999
"AZ",2012,"MARICOPA","390 MARIGOLD",1306,624,639
"AZ",2012,"MARICOPA","391 MARIPOSA",1374,740,593
"AZ",2012,"MARICOPA","392 MARIVUE",1723,1345,363
"AZ",2012,"MARICOPA","393 MARLETTE",2391,1357,981
"AZ",2012,"MARICOPA","394 MARLEY PARK",1487,610,845
"AZ",2012,"MARICOPA","395 MARTIN",485,153,310
"AZ",2012,"MARICOPA","396 MARYLAND",992,587,381
"AZ",2012,"MARICOPA","397 MARYVALE",1357,973,357
"AZ",2012,"MARICOPA","398 MAYFLOWER",2159,1252,852
"AZ",2012,"MARICOPA","399 MCAFEE PLACE",792,357,419
"AZ",2012,"MARICOPA","400 MCCORMICK RANCH",4282,1756,2457
"AZ",2012,"MARICOPA","401 MCDONALD",656,303,335
"AZ",2012,"MARICOPA","402 MCDOWELL",949,719,193
"AZ",2012,"MARICOPA","403 MCKELLIPS PARK",894,482,369
"AZ",2012,"MARICOPA","404 MCKEMY",2081,979,1065
"AZ",2012,"MARICOPA","405 MCQUEEN",5172,1994,3090
"AZ",2012,"MARICOPA","406 MEGAN",3518,1206,2254
"AZ",2012,"MARICOPA","407 MESA GRAND",1617,597,979
"AZ",2012,"MARICOPA","408 MESA LINDA",1416,622,751
"AZ",2012,"MARICOPA","409 MESA VISTA",2345,960,1311
"AZ",2012,"MARICOPA","410 METRO",1026,561,432
"AZ",2012,"MARICOPA","411 MICHELLE",1016,399,595
"AZ",2012,"MARICOPA","412 MIMOSA",2729,950,1759
"AZ",2012,"MARICOPA","413 MINNEZONA",711,533,165
"AZ",2012,"MARICOPA","414 MIRADA",3271,1500,1713
"AZ",2012,"MARICOPA","415 MISSION",2312,1105,1128
"AZ",2012,"MARICOPA","416 MITCHELL PARK",1303,949,272
"AZ",2012,"MARICOPA","417 MOBILE",34,4,29
"AZ",2012,"MARICOPA","418 MODOC",1161,435,715
"AZ",2012,"MARICOPA","419 MOHAVE",2574,1076,1433
"AZ",2012,"MARICOPA","420 MOHAWK",1284,427,831
"AZ",2012,"MARICOPA","421 MONROE",1064,771,260
"AZ",2012,"MARICOPA","422 MONTE CRISTO",3416,1406,1936
"AZ",2012,"MARICOPA","423 MONTE VISTA",827,644,168
"AZ",2012,"MARICOPA","424 MONTEBELLO",960,642,294
"AZ",2012,"MARICOPA","425 MONTOYA",2627,778,1822
"AZ",2012,"MARICOPA","426 MOON VALLEY",2169,728,1404
"AZ",2012,"MARICOPA","427 MORRISTOWN",612,172,423
"AZ",2012,"MARICOPA","428 MOUNTAIN SKY",2737,1195,1483
"AZ",2012,"MARICOPA","429 MOUNTAIN VISTA",1410,406,980
"AZ",2012,"MARICOPA","430 MUMMY MOUNTAIN",2493,1100,1338
"AZ",2012,"MARICOPA","431 MUSKET",3103,1354,1679
"AZ",2012,"MARICOPA","432 MUSTANG",3126,1154,1934
"AZ",2012,"MARICOPA","433 MYSTIC",2641,1058,1529
"AZ",2012,"MARICOPA","434 NEW RIVER",2497,664,1771
"AZ",2012,"MARICOPA","435 NICOLET",1465,779,648
"AZ",2012,"MARICOPA","436 NIGHTINGALE",1880,665,1187
"AZ",2012,"MARICOPA","437 NORTERRA",3456,1182,2194
"AZ",2012,"MARICOPA","438 NORTH HIGH",1820,1285,467
"AZ",2012,"MARICOPA","439 NORTON",364,187,171
"AZ",2012,"MARICOPA","440 OAKGROVE",1302,659,615
"AZ",2012,"MARICOPA","441 OAKHURST",832,319,486
"AZ",2012,"MARICOPA","442 OAKTREE",2868,1256,1554
"AZ",2012,"MARICOPA","443 OAKWOOD COUNTRY CLUB",4191,1357,2810
"AZ",2012,"MARICOPA","444 OASIS",3778,1310,2405
"AZ",2012,"MARICOPA","445 OCOTILLO",872,512,338
"AZ",2012,"MARICOPA","446 OLD WEST",1824,741,1025
"AZ",2012,"MARICOPA","447 OLIVE",1851,677,1150
